word	count	sources	reason	engine
করেঃ	13	science	normalized_variant	করে
মৌলটির	13	science	normalized_variant	মৌলের
চাক্রিক	13	science	normalized_variant	চাকরি
বিশতলীয়	13	science	already_resolves	বিশতলীয়
সুত্র	13	science	normalized_variant	সূত্র
স্পেসটাইমের	13	science	normalized_variant	স্পেকট্রামের
মৌলকে	13	science	already_resolves	মৌলকে
মৌলগুলি	13	science	already_resolves	মৌলগুলি
কাইরাল	13	science	already_resolves	কাইরাল
এব	39	science+literature	already_resolves	এব
রেডক্স	13	science	normalized_variant	রেডস
পরমাণুক	13	science	normalized_variant	পরমাণুকে
অ্যারেতে	13	science	already_resolves	অ্যারেতে
ফুরিয়ার	12	science	already_resolves	ফুরিয়ার
বর্ণালির	12	science	normalized_variant	বর্ণালীর
পরমাণুগুলির	12	science	already_resolves	পরমাণুগুলির
কণাটি	12	science	normalized_variant	কন্যাটি
সূত্রানুসারে	12	science	already_resolves	সূত্রানুসারে
বিক্রিয়াতে	12	science	already_resolves	বিক্রিয়াতে
পরমাণুগুলোর	12	science	already_resolves	পরমাণুগুলোর
স্ট্র্যাটিফর্ম	12	science	normalized_variant	স্ত্রীজাতির
অ্যাডএস	12	science	normalized_variant	অ্যাডস
কার্বক্সিলিক	12	science	normalized_variant	কার্বলিক
কোএ	12	science	normalized_variant	কয়ে
ক্যালকুলাসের	11	science	already_resolves	ক্যালকুলাসের
কোয়াড্রপোল	11	science	normalized_variant	কোয়াড্রপল
ক্ষেত্রগুলি	11	science	already_resolves	ক্ষেত্রগুলি
প্রভাবগুলি	11	science	already_resolves	প্রভাবগুলি
তাপগতিগত	11	science	already_resolves	তাপগতিগত
বিক্রিয়াকে	11	science	already_resolves	বিক্রিয়াকে
স্ফটিকে	11	science	already_resolves	স্ফটিকে
কাপলিং	11	science	already_resolves	কাপলিং
বায়ুমন্ডলীয়	11	science	normalized_variant	বায়ুমণ্ডলীয়
স্পেসটাইম	11	science	normalized_variant	স্পেসফ্লাইট
টেনসর	11	science+news	already_resolves	টেনসর
প্রত্যয়নী	11	science	already_resolves	প্রত্যয়নী
ব্যাক্সটার	11	science	already_resolves	ব্যাক্সটার
প্রতিতুলনা	11	science	normalized_variant	প্রতিতুলনায়
বস্তুসমূহের	10	science	normalized_variant	বস্তুসামগ্রী
প্রক্রিয়াগুলি	10	science	already_resolves	প্রক্রিয়াগুলি
ডাইপোল	10	science	normalized_variant	ডাইপল
পরমানুর	10	science	normalized_variant	পরমাণুর
ধর্মাবলী	10	science	normalized_variant	ধর্মাবলি
স্থানকাল	10	science	normalized_variant	স্থানকালে
সূত্রটিকে	10	science	already_resolves	সূত্রটিকে
ইএএসটি	10	science	normalized_variant	ইএসটি
শক্তিস্তরের	10	science	already_resolves	শক্তিস্তরের
মিশ্রণকে	10	science+objects	normalized_variant	মিশনকে
ফলাফলগুলি	10	science	already_resolves	ফলাফলগুলি
গোলকাকার	10	science	normalized_variant	গোলাকার
মাইক্রোস্কোপিক	10	science	normalized_variant	মাইক্রোস্কপিক
পরমাণুগুলো	10	science	already_resolves	পরমাণুগুলো
গাউসীয়	10	science	already_resolves	গাউসীয়
পৃষ্ঠশক্তির	10	science	normalized_variant	পৃষ্ঠপোষকতার
উপাদানসমূহের	10	science	already_resolves	উপাদানসমূহের
এনথালপি	10	science	already_resolves	এনথালপি
মৌলে	10	science	normalized_variant	মউলে
আইসোমার	10	science	normalized_variant	আসমার
ইলেকট্রনগুলোর	9	science	already_resolves	ইলেকট্রনগুলোর
অস্তরকের	9	science	normalized_variant	অস্তপারের
অরৈখিক	9	science	normalized_variant	রৈখিক
শীট	9	science	normalized_variant	শীত
তত্ত্বগুলোর	9	science	already_resolves	তত্ত্বগুলোর
আয়নকে	9	science	normalized_variant	অয়নকে
আয়নগুলি	9	science	already_resolves	আয়নগুলি
আয়নগুলির	9	science	already_resolves	আয়নগুলির
সংঘর্ষক	9	science	normalized_variant	সংঘর্ষকে
প্রতিপ্রভ	9	science	normalized_variant	প্রতিপক্ষের
অবিশুদ্ধি	9	science	already_resolves	অবিশুদ্ধি
পরিভাষাটি	9	science	already_resolves	পরিভাষাটি
পরীক্ষাগুলি	9	science	already_resolves	পরীক্ষাগুলি
পরিচলনের	9	science	already_resolves	পরিচলনের
লেপটন	9	science	normalized_variant	লেপটান
আলকেমির	9	science	already_resolves	আলকেমির
সমস্যাগুলি	9	science	already_resolves	সমস্যাগুলি
তত্ত্বগুলির	9	science	already_resolves	তত্ত্বগুলির
বস্তুগুলি	9	science	already_resolves	বস্তুগুলি
সিস্টেমগুলি	9	science	already_resolves	সিস্টেমগুলি
বেল্টগুলির	9	science	already_resolves	বেল্টগুলির
দ্রবণটি	9	science+objects	normalized_variant	দ্রবণীয়
গ্লুওন	9	science	normalized_variant	গ্লুয়ন
বাষ্পচাপ	9	science	normalized_variant	বাষ্পচালিত
বিকর্ষণের	9	science	already_resolves	বিকর্ষণের
উপাদানগুলিকে	9	science	already_resolves	উপাদানগুলিকে
দ্রাবকে	9	science	already_resolves	দ্রাবকে
আর্সেনাইড	9	science	normalized_variant	আর্সেনালই
ইউর্যানাইল	9	science	already_resolves	ইউর্যানাইল
বন্ধনগুলি	9	science	already_resolves	বন্ধনগুলি
অর্বিটাল	9	science	already_resolves	অর্বিটাল
ডায়াগ্রামে	9	science	already_resolves	ডায়াগ্রামে
অরবিটালগুলোর	9	science	already_resolves	অরবিটালগুলোর
ইন্যানশিওমার	9	science	already_resolves	ইন্যানশিওমার
ইলেকট্রনীয়	9	science	normalized_variant	ইলেকট্রনিকপণ্য
কোয়ান্টা	8	science	normalized_variant	কোয়ান্টাম
বায়ুমন্ডলে	8	science	normalized_variant	বায়ুমণ্ডলে
সমমিতি	8	science	normalized_variant	সময়টি
অন্তরকের	8	science	already_resolves	অন্তরকের
ক্র্যাকল	8	science	normalized_variant	ক্র্যাক
ভেদ্যতা	8	science	normalized_variant	ভেদ্য
আম্পিয়ার	8	science	already_resolves	আম্পিয়ার
অশূন্য	8	science	normalized_variant	শূন্য
আইসোট্রপিক	8	science	normalized_variant	আইসক্রিমকে
স্নেলের	8	science	already_resolves	স্নেলের
নিওবিয়াম	8	science	already_resolves	নিওবিয়াম
তরঙ্গগুলির	8	science	already_resolves	তরঙ্গগুলির
উত্স	14	science+objects	already_resolves	উত্স
বর্ণালীতে	8	science	already_resolves	বর্ণালীতে
খ্রিস্টপূর্বাব্দে	16	science+objects	normalized_variant	খ্রিষ্টপূর্বাব্দে
ধাতুগুলির	8	science	already_resolves	ধাতুগুলির
ফ্রিডরিখ	8	science	normalized_variant	ফ্রেডরিখ
মেকানিক্সে	8	science	already_resolves	মেকানিক্সে
হ্যামিলটনের	8	science	already_resolves	হ্যামিলটনের
গ্লুয়নের	8	science	already_resolves	গ্লুয়নের
ক্যালোরিমিটার	8	science	normalized_variant	ক্যালরিমিটার
সিলার্ড	8	science	normalized_variant	সিলার
ঋণাত্বক	8	science	normalized_variant	ঋণাত্মক
এন্ট্রপি	8	science	normalized_variant	এনট্রপি
রিসিভারের	8	science	already_resolves	রিসিভারের
মড্যুলেশন	8	science	normalized_variant	মডুলেশন
সুত্রের	8	science	normalized_variant	সূত্রের
মিথস্ক্রিয়াগুলির	8	science	already_resolves	মিথস্ক্রিয়াগুলির
কিউমুলিফর্ম	8	science	already_resolves	কিউমুলিফর্ম
প্যারালাক্স	8	science	normalized_variant	প্যারালাইসিস
তত্ত্বগুলিতে	8	science	already_resolves	তত্ত্বগুলিতে
পাউলিং	8	science	already_resolves	পাউলিং
আইজেন	8	science	normalized_variant	আইএন
কৌশলগুলির	8	science	already_resolves	কৌশলগুলির
বছরগুলিতে	8	science	already_resolves	বছরগুলিতে
মসফেট	8	science	already_resolves	মসফেট
বিশিষ্টের	8	science	already_resolves	বিশিষ্টের
অবিনিময়	8	science	normalized_variant	বিনিময়
মোলের	8	science	normalized_variant	মলের
আর্গনের	8	science	already_resolves	আর্গনের
বিক্রিয়াগুলি	8	science	already_resolves	বিক্রিয়াগুলি
রসায়নবিদদের	8	science	already_resolves	রসায়নবিদদের
কোবল্ট	8	science	normalized_variant	কবলিত
রেনিয়াম	8	science	already_resolves	রেনিয়াম
মূলকগুলো	8	science	already_resolves	মূলকগুলো
সংখ্যায়িত	8	science	normalized_variant	সংখ্যায়
স্টেরল	8	science	normalized_variant	স্টেরোল
বামাবর্তী	8	science	already_resolves	বামাবর্তী
সালফাইডের	8	science	already_resolves	সালফাইডের
নিউল্যান্ডস	8	science	normalized_variant	নিউল্যান্ডসে
ওয়েঞ্জেল	8	science	already_resolves	ওয়েঞ্জেল
ক্যাসি	8	science	already_resolves	ক্যাসি
শিলাগুলিতে	8	science	already_resolves	শিলাগুলিতে
ফা	7	science+objects	normalized_variant	ফ্যা
গ্রাফিন	7	science	normalized_variant	গ্রাফিক
অগার	7	science	normalized_variant	ওগার
সনাক্তকরণের	7	science	normalized_variant	শনাক্তকরণের
পেনরোজ	7	science	already_resolves	পেনরোজ
অস্তরকীয়	7	science	normalized_variant	অস্তরবির
আলোকবিজ্ঞানে	7	science	normalized_variant	আলোকবিজ্ঞান
থার্মো	7	science	normalized_variant	থামো
প্রক্রিয়াগুলির	7	science	normalized_variant	প্রক্রিয়াগুলোর
উত্পাদিত	12	science+objects	already_resolves	উত্পাদিত
অরবিটালগুলি	7	science	already_resolves	অরবিটালগুলি
অ্যালোট্রপ	7	science	normalized_variant	অযাত্রা
অর্ধপরিবাহীর	7	science	normalized_variant	অর্ধপৃষ্ঠার
ইউলার	7	science	already_resolves	ইউলার
সমীকরণগুলির	7	science	already_resolves	সমীকরণগুলির
কেন্দ্রবিমুখী	7	science	already_resolves	কেন্দ্রবিমুখী
সমীকরণটিকে	7	science	already_resolves	সমীকরণটিকে
কোয়ার্কের	7	science	already_resolves	কোয়ার্কের
ধর্মগুলি	7	science	already_resolves	ধর্মগুলি
পারিপার্শ্বিকের	7	science	already_resolves	পারিপার্শ্বিকের
কোসাইন	7	science	normalized_variant	কসাই
পিএমআইডি	7	science	normalized_variant	পিএমআরই
সিস্টেমটিকে	7	science	already_resolves	সিস্টেমটিকে
দন্ডের	7	science	normalized_variant	দণ্ডের
আদিবেগ	7	science	already_resolves	আদিবেগ
গুনাঙ্ক	7	science	normalized_variant	গুণাঙ্ক
পদার্থগুলিকে	7	science	already_resolves	পদার্থগুলিকে
অনুতে	7	science	normalized_variant	অণুতে
উপরিতল	7	science	normalized_variant	উপরিতলে
ইয়ু	7	science	already_resolves	ইয়ু
রিসিভারে	7	science	already_resolves	রিসিভারে
এট	7	science	normalized_variant	এত
কিউমিলিফর্ম	7	science	already_resolves	কিউমিলিফর্ম
উত্পাদন	9	science+objects	normalized_variant	উৎপাদন
মডেলগুলি	7	science	already_resolves	মডেলগুলি
বৃষ্টিকণার	7	science	normalized_variant	বৃষ্টিধারা
ইউকাওয়া	7	science	already_resolves	ইউকাওয়া
মৌলগুলিকে	7	science	already_resolves	মৌলগুলিকে
ফার্মিয়নের	7	science	normalized_variant	ফার্মভিলের
স্থিরতড়িৎ	7	science	normalized_variant	স্থিরকৃত
এমওএস	7	science	normalized_variant	এমআইএস
বোজন	7	science	normalized_variant	ব্যজন
বর্ণালিঃ	7	science	normalized_variant	বর্ণালি
দ্রাবের	7	science	normalized_variant	ড্রর
আলকেমিস্টরা	7	science	normalized_variant	আলকেমিস্ট
ক্রোমেট	7	science	normalized_variant	ক্রমে
এডিপিক	7	science	normalized_variant	এডিপি
কার্বক্সিল	7	science	normalized_variant	কার্বনকপি
লেখের	7	science	already_resolves	লেখের
প্রোপিলিন	7	science	normalized_variant	প্রপিওলিক
অরবিটালগুলো	7	science	already_resolves	অরবিটালগুলো
ব্যারাইট	7	science	normalized_variant	ব্যারাজ
গতিবিজ্ঞানের	6	science	already_resolves	গতিবিজ্ঞানের
সূত্রগুলোকে	6	science	already_resolves	সূত্রগুলোকে
ইলেকট্রনগুলোকে	6	science	already_resolves	ইলেকট্রনগুলোকে
স্পেকট্রোস্কপি	6	science	normalized_variant	স্পেকট্রসকপি
কঠিনে	6	science	already_resolves	কঠিনে
পরিমাপিত	6	science	already_resolves	পরিমাপিত
আন্তঃক্রিয়ার	6	science	already_resolves	আন্তঃক্রিয়ার
সমতূল্য	6	science	already_resolves	সমতূল্য
অণুগুলোতে	6	science	already_resolves	অণুগুলোতে
উদাঃ	6	science	normalized_variant	উডায়
লিবিগ	6	science	normalized_variant	লীগ
যথাঃ	6	science	normalized_variant	যথা
স্বজ্ঞাত	6	science	normalized_variant	স্বজ্ঞানে
অভিলম্বের	6	science	already_resolves	অভিলম্বের
বাইনারী	6	science	normalized_variant	বাইনারি
বান্ডেলের	6	science	already_resolves	বান্ডেলের
চুল্লীর	6	science	already_resolves	চুল্লীর
আরোও	6	science	normalized_variant	আরও
সমস্থানিকগুলির	6	science	already_resolves	সমস্থানিকগুলির
ব্যাস্তানুপাতিক	6	science	normalized_variant	ব্যস্তানুপাতিক
রঙটি	6	science	normalized_variant	রঙ্গটি
তাপগতিবিদ্যায়	6	science	normalized_variant	তাপগতিবিদ্যার
টাক্সেডো	6	science	normalized_variant	ট্যাক্সেডো
কেলাসীয়	6	science	already_resolves	কেলাসীয়
কোষটি	6	science	normalized_variant	কষ্টই
সূচকগুলি	6	science	already_resolves	সূচকগুলি
ধর্মগুলির	6	science	normalized_variant	ধর্মগুলোর
পলিমরফিজম	6	science	already_resolves	পলিমরফিজম
স্পন্দনরত	6	science	normalized_variant	স্পন্দনরহিত
বর্গমূলের	6	science	already_resolves	বর্গমূলের
কোঅর্ডিনেট	6	science	normalized_variant	কুর্দিস্তানে
গতিবিজ্ঞানে	6	science	already_resolves	গতিবিজ্ঞানে
আর্গ	6	science	normalized_variant	অর্গ
মিথষ্ক্রিয়ার	6	science	normalized_variant	মিথস্ক্রিয়ার
মানগুলি	6	science	already_resolves	মানগুলি
সেইসাথে	20	science+objects	already_resolves	সেইসাথে
সাম্যাবস্থাকে	6	science	already_resolves	সাম্যাবস্থাকে
চলরাশি	6	science	normalized_variant	চুরাশি
কাজগুলি	6	science	already_resolves	কাজগুলি
তরঙ্গদৈর্ঘ্যে	6	science	already_resolves	তরঙ্গদৈর্ঘ্যে
পরমানু	6	science	normalized_variant	পরমাণু
অণুগুলিকে	6	science	already_resolves	অণুগুলিকে
চক্রীয়	6	science	already_resolves	চক্রীয়
মাইক্রোস্কোপি	6	science	already_resolves	মাইক্রোস্কোপি
রূপান্তরকের	6	science	already_resolves	রূপান্তরকের
স্টেশনগুলি	6	science	already_resolves	স্টেশনগুলি
স্টেশনগুলির	6	science	normalized_variant	স্টেশনগুলোর
রের	6	science	normalized_variant	রয়ের
ব্যাপনে	6	science	already_resolves	ব্যাপনে
দ্রবনের	6	science	normalized_variant	দ্রবণের
অনুগুলির	6	science	normalized_variant	ওগুলির
আইসোটোপগুলির	6	science	already_resolves	আইসোটোপগুলির
মেঘগুলিকে	6	science	already_resolves	মেঘগুলিকে
আনুষাঙ্গিক	6	science	already_resolves	আনুষাঙ্গিক
পৃষ্ঠতলীয়	6	science	normalized_variant	পৃষ্ঠতলে
গ্রুপগুলি	6	science	already_resolves	গ্রুপগুলি
বেক্যরেল	6	science	normalized_variant	বেকরেল
আরজাইভ	6	science	already_resolves	আরজাইভ
আইওপি	6	science	normalized_variant	আইপি
অ্যাজাইড	6	science	normalized_variant	ওয়াজিদ
সেরিয়াম	6	science	already_resolves	সেরিয়াম
আজাইড	6	science	normalized_variant	আজাদি
বোরাইড	6	science	normalized_variant	বড়াই
ধাতুগুলি	6	science	already_resolves	ধাতুগুলি
যৌগগুলিতে	6	science	already_resolves	যৌগগুলিতে
ইলেক্ট্রোলাইট	6	science	normalized_variant	ইলেকট্রোলাইট
হাইড্রোক্সি	6	science	normalized_variant	হাইড্রক্সি
ডাইইন	6	science	normalized_variant	ডাইন
এলকোহল	6	science	already_resolves	এলকোহল
সাইটোক্রোম	6	science	normalized_variant	সাঁইত্রিশ
লীনতাপ	6	science	already_resolves	লীনতাপ
সংকরে	6	science	normalized_variant	শংকরে
সংযুতির	6	science	normalized_variant	সংযুক্তির
ক্ষূদ্র	6	science	normalized_variant	ক্ষুদ্র
হারট্রি	6	science	normalized_variant	হারটি
ডেন্সিটি	6	science	normalized_variant	ডেনসিটি
সাবশেল	6	science	already_resolves	সাবশেল
সর্ববহিঃস্থ	6	science	normalized_variant	সর্ববাদিসম্মত
ইথিলিনের	6	science	already_resolves	ইথিলিনের
উৎপাদে	6	science	already_resolves	উৎপাদে
উবন	6	science	normalized_variant	বন
প্রোটিনগুলি	6	science	already_resolves	প্রোটিনগুলি
সেন্সরগুলো	6	science	already_resolves	সেন্সরগুলো
মহাকাশীয়	5	science	already_resolves	মহাকাশীয়
ইলেকট্রনসমূহের	5	science	normalized_variant	ইলেকট্রনিক্সের
ভেক্টরটি	5	science	normalized_variant	ভেক্টর
ফার্মির	5	science	already_resolves	ফার্মির
অপবর্তনের	5	science	normalized_variant	অপবিজ্ঞানের
মাইক্রোমিটার	5	science	normalized_variant	মাইক্রোলিটার
মডেলগুলির	5	science	already_resolves	মডেলগুলির
তড়িৎক্ষেত্রে	5	science	already_resolves	তড়িৎক্ষেত্রে
বিন্যাস্ত	5	science	normalized_variant	বিন্যাস
যৌগগুলো	5	science	already_resolves	যৌগগুলো
দৈর্ঘ্যর	5	science	already_resolves	দৈর্ঘ্যর
বেশীরভাগ	5	science	already_resolves	বেশীরভাগ
ভরটি	5	science	normalized_variant	ভরতি
জাস্টাস	5	science	normalized_variant	জাসাস
প্রোবের	5	science	normalized_variant	প্রবের
ধ্রুবকগুলোর	5	science	already_resolves	ধ্রুবকগুলোর
প্রতিসরাঙ্কের	5	science	already_resolves	প্রতিসরাঙ্কের
মডেলগুলিতে	5	science	already_resolves	মডেলগুলিতে
প্লাজমাকে	5	science	already_resolves	প্লাজমাকে
অতিপারমানবিক	5	science	normalized_variant	অতিপারমাণবিক
ইংরেজিঃ	5	science	normalized_variant	ইংরেজি
রঞ্জকগুলো	5	science	already_resolves	রঞ্জকগুলো
পৃষ্ঠগুলো	5	science	already_resolves	পৃষ্ঠগুলো
বিন্দুগুলির	5	science	already_resolves	বিন্দুগুলির
ওসিএলসি	5	science	already_resolves	ওসিএলসি
শ্রোডিঙারের	5	science	normalized_variant	শ্রডিঙ্গারের
ব্রোগলি	5	science	normalized_variant	ব্রকলি
কিউইডি	5	science	normalized_variant	কিউই
সমীকরনটি	5	science	normalized_variant	সমীকরণটি
সহগকে	5	science	already_resolves	সহগকে
এনথ্যালপি	5	science	already_resolves	এনথ্যালপি
ব্রাউনিয়ান	5	science	normalized_variant	ব্রাউনমিলারের
রিজারভার	5	science	already_resolves	রিজারভার
বলসমূহের	5	science	already_resolves	বলসমূহের
ভরকেন্দ্রের	5	science	already_resolves	ভরকেন্দ্রের
প্রাসের	5	science	normalized_variant	প্রেয়ার
ঋনাত্মক	5	science	normalized_variant	ঋণাত্মক
ফিশনের	5	science	already_resolves	ফিশনের
সের্ন	5	science	normalized_variant	ছেঁড়
প্রভাবগুলির	5	science	already_resolves	প্রভাবগুলির
গ্রাভিটন	5	science	normalized_variant	গ্রাভিটি
টলেমির	5	science	already_resolves	টলেমির
সমস্যাগুলির	5	science	normalized_variant	সমস্যাগুলোর
পরমাণুগুলিকে	5	science	already_resolves	পরমাণুগুলিকে
ইলেক্ট্রনকে	5	science	normalized_variant	ইলেকট্রনকে
গেইগার	5	science	already_resolves	গেইগার
ইথানলের	5	science	already_resolves	ইথানলের
বস্তুটিতে	5	science	already_resolves	বস্তুটিতে
ডাইমার	5	science	normalized_variant	আইমার
প্লাজমনিক্স	5	science	already_resolves	প্লাজমনিক্স
ধনাত্নক	5	science	already_resolves	ধনাত্নক
গতিসূত্রের	5	science	already_resolves	গতিসূত্রের
তড়িৎচুম্বক	5	science	normalized_variant	তড়িৎচৌম্বক
গ্যাসগুলি	5	science	already_resolves	গ্যাসগুলি
ফিকিয়ান	5	science	already_resolves	ফিকিয়ান
ওন্সাগরের	5	science	already_resolves	ওন্সাগরের
গুনাংক	5	science	normalized_variant	গুণাঙ্ক
বেল্টগুলি	5	science	already_resolves	বেল্টগুলি
বেষ্টনীগুলিতে	5	science	already_resolves	বেষ্টনীগুলিতে
রেখাগুলির	5	science	already_resolves	রেখাগুলির
মেরুগুলির	5	science	already_resolves	মেরুগুলির
দিকগুলি	5	science	already_resolves	দিকগুলি
জেনারা	5	science	already_resolves	জেনারা
মেঘগুলির	5	science	already_resolves	মেঘগুলির
ফ্র্যাকটাস	5	science	normalized_variant	ফর্কেতা
সিরাসের	5	science	already_resolves	সিরাসের
লেনজ	5	science	normalized_variant	লেনো
আবেশিত	5	science	already_resolves	আবেশিত
ক্যালবি	5	science	normalized_variant	ক্যালগারি
সমানুতা	5	science	already_resolves	সমানুতা
পাস্কালের	5	science	normalized_variant	পাস্তানের
ক্যানোনিকাল	5	science	normalized_variant	ক্যানকান
অপটিকাল	5	science	normalized_variant	অপটিক্যাল
সুত্রটি	5	science	normalized_variant	সূত্রটি
পুনর্নবীকরণ	5	science	already_resolves	পুনর্নবীকরণ
সারণিটি	5	science	already_resolves	সারণিটি
সোয়ার্জচাইল্ড	5	science	normalized_variant	শোয়ার্জচাইল্ড
বিচলনধর্মী	5	science	already_resolves	বিচলনধর্মী
ভেক্টরও	5	science	normalized_variant	ভেক্টর
গুনফল	5	science	normalized_variant	গুণফল
বাকিয়ে	5	science	normalized_variant	বাঁকিয়ে
ভ্যান্ট	5	science	normalized_variant	ভ্যান
সূত্রাবলী	5	science	normalized_variant	সূত্রাবলি
এইভাবেই	5	science	already_resolves	এইভাবেই
আর্সেনেট	5	science	normalized_variant	আর্সেনালের
এরবিয়াম	5	science	already_resolves	এরবিয়াম
অ্যামাইড	5	science	normalized_variant	ওয়াইড
নাইট্রাইট	8	science+objects	normalized_variant	নাইওরযাত্রা
ল্যাকটিক	19	science+objects	normalized_variant	ল্যাক্সিকন
অ্যাসিটোন	5	science	normalized_variant	অ্যাস্টন
ফসফেটের	5	science	already_resolves	ফসফেটের
শিকিমেট	5	science	normalized_variant	সিকিমে
হাইড্রোকার্বনে	5	science	already_resolves	হাইড্রোকার্বনে
কোর্টোইস	5	science	normalized_variant	করতিস
দ্র	5	science	normalized_variant	ড্র
যৌগটির	5	science	normalized_variant	যৌগের
ব্রোমো	5	science	normalized_variant	ব্রুম
প্রোপেন	5	science	normalized_variant	প্রপেণ
নাইট্রাইল	5	science	normalized_variant	নাইওরযাত্রা
পদ্ধতিগুলির	5	science	already_resolves	পদ্ধতিগুলির
অতিবেগুণী	5	science	normalized_variant	অতিবেগুনি
অর্বিটালের	5	science	normalized_variant	অর্বিটার
মিনিমা	5	science	normalized_variant	মিনিমাল
হারট্রী	5	science	normalized_variant	হারতার
বিযোজন	5	science	normalized_variant	ব্যজন
ফার্মাকোগনোসি	5	science	normalized_variant	ফার্মাসি
হাইড্রক্সিল	5	science	normalized_variant	হাইড্রোক্সিল
নেফেলিন	5	science	already_resolves	নেফেলিন
অজাইট	5	science	normalized_variant	অজিত
সমসত্ব	5	science	normalized_variant	সমসত্ত্ব
লিগেশন	5	science	already_resolves	লিগেশন
ফসফরিলেশন	5	science	already_resolves	ফসফরিলেশন
এপিমার	5	science	already_resolves	এপিমার
কর্নিশ	45	objects	already_resolves	কর্নিশ
পেস্টির	38	objects	normalized_variant	পেস্টার
কিমচির	36	objects	already_resolves	কিমচির
গ্লুটেন	27	objects	already_resolves	গ্লুটেন
শুকরের	25	objects	normalized_variant	শূকরের
গ্রা	23	objects	normalized_variant	গয়রা
মটরশুটি	20	objects	normalized_variant	মটরশুঁটি
রন্ধনপ্রণালীতে	20	objects	already_resolves	রন্ধনপ্রণালীতে
কাসাভা	20	objects	already_resolves	কাসাভা
মশলাযুক্ত	19	objects	normalized_variant	মসলাযুক্ত
চাউমিনের	19	objects	already_resolves	চাউমিনের
ডাম্পলিং	19	objects	already_resolves	ডাম্পলিং
টমেটোকে	19	objects	already_resolves	টমেটোকে
স্ক্যাফোল্ড	19	objects	normalized_variant	স্কটল্যাল্ডের
কর্ণওয়ালের	17	objects	normalized_variant	কর্নওয়ালের
হথর্ন	15	objects	already_resolves	হথর্ন
সিঙাড়ার	14	objects	normalized_variant	শিঙাড়ার
কেসিনের	14	objects	normalized_variant	কেইনের
জনাইয়ের	14	objects	already_resolves	জনাইয়ের
টোফু	13	objects	normalized_variant	তফু
মার্জারিন	13	objects	already_resolves	মার্জারিন
জাফরন	13	objects	already_resolves	জাফরন
খাবারগুলির	12	objects	already_resolves	খাবারগুলির
স্নাক	12	objects	normalized_variant	সনাক
দেশগুলি	12	objects	already_resolves	দেশগুলি
খ্রিস্টপূর্বাব্দের	12	objects	normalized_variant	খ্রিষ্টপূর্বাব্দের
মাতৃদুগ্ধের	12	objects	already_resolves	মাতৃদুগ্ধের
গাছগুলি	12	objects	already_resolves	গাছগুলি
মনোহরার	12	objects	already_resolves	মনোহরার
পণ্যগুলির	11	objects	normalized_variant	পণ্যগুলোর
স্ট্যাক	11	objects	normalized_variant	স্টেক
উত্সব	11	objects	normalized_variant	উৎসব
রুবাস	11	objects	normalized_variant	রুবা
সাগো	10	objects	normalized_variant	ছাগ
বাস্তুতন্ত্রে	10	objects	already_resolves	বাস্তুতন্ত্রে
বাদামে	10	objects	already_resolves	বাদামে
উমামি	10	objects	normalized_variant	মামি
কার্বোহাইড্রেটের	10	objects	already_resolves	কার্বোহাইড্রেটের
অজ্ঞি	10	objects	already_resolves	অজ্ঞি
কুসকুসের	10	objects	already_resolves	কুসকুসের
ক্যান্টোনিজ	10	objects	normalized_variant	ক্যান্টনিজ
স্ক্যাফোল্ডের	10	objects	normalized_variant	স্কটল্যাল্ডের
জেলাটিন	10	objects	normalized_variant	জেলাটি
কিমচিতে	9	objects	already_resolves	কিমচিতে
গাঁজনের	9	objects	normalized_variant	গাজনের
স্টার্চের	9	objects	already_resolves	স্টার্চের
সেলারি	9	objects	normalized_variant	সেলাই
দেশগুলির	9	objects	already_resolves	দেশগুলির
খাবারগুলি	9	objects	already_resolves	খাবারগুলি
ফ্যালাস	9	objects	normalized_variant	প্যালাস
ক্রোকাস	9	objects	normalized_variant	প্রকাশ
গোরেং	9	objects	normalized_variant	গড়েন
টডলার	9	objects	normalized_variant	তুলার
ওভালটিনের	9	objects	already_resolves	ওভালটিনের
ম্যাচার	9	objects	normalized_variant	মাচার
পোরিজ	8	objects	normalized_variant	পড়ি
কিমচিকে	8	objects	already_resolves	কিমচিকে
উপকরণগুলি	8	objects	already_resolves	উপকরণগুলি
ক্যাভিয়ার	8	objects	normalized_variant	ক্যাভালরি
ডোলমা	8	objects	normalized_variant	দোলমা
অ্যারাবিকের	8	objects	already_resolves	অ্যারাবিকের
উদ্ভিদভিত্তিক	8	objects	normalized_variant	উদ্ভিদতাত্ত্বিক
টার্ট	8	objects	normalized_variant	তার্ত
বোভাইন	8	objects	normalized_variant	বভাজন
কর্ণওয়াল	8	objects	normalized_variant	কর্নওয়াল
চিকেনঃ	8	objects	normalized_variant	চিকেন
পাস্তুরায়ন	8	objects	normalized_variant	পাস্তুরায়ণ
ক্যাসিন	8	objects	normalized_variant	ইয়াসিন
চোউ	8	objects	normalized_variant	চৌ
কাঁচাগোল্লার	8	objects	normalized_variant	কাঁচাগোল্লা
কাখরা	8	objects	normalized_variant	আখড়া
দেগ	8	objects	normalized_variant	ডেগ
পরিবেশণ	7	objects	normalized_variant	পরিবেশন
ইমালসিফায়ার	7	objects	already_resolves	ইমালসিফায়ার
রুটিটি	7	objects	already_resolves	রুটিটি
যোনির	7	objects	normalized_variant	জনির
সুমাক	7	objects	normalized_variant	সুমা
