word	count	input	prefixOutputs	riKarLeak
রিসেপ্টর	182	riseptor	র|রি|রিস|রিশে|রিসেপ|রিসেপ্ত|রিসেপ্ত|রিসেপ্টর	false
কোরিয়ার	182	koriyar	ক|কো|কর|করি|কোরীয়|কোরিয়া|কোরিয়ার	false
পারিলাম	182	parilam	প|পা|পর|পারি|পারিল|পারিলা|পারিলাম	false
এপ্রিলে	181	eprile	এ|এপ|এপ্র|এপ্রি|এপ্রিল|এপ্রিলে	false
ত্রিনিদাদ	180	trinidad	ত|ত্রয়|ট্রি|তৃণ|তৃণি|ত্রিনিদ|ত্রিনিদা|ত্রিনিদাদ	true
গণপরিবহন	179	gonoporibohon	গ|গো|গণ|গোনা|গনপ|গনপত|গনপর|গনপরি|গনপরিব|গনপরিব|গনপরিবহ|গনপরিবহ|গণপরিবহন	false
প্যারিসের	179	pyariser	প|পয়|প্যা|প্যার|প্যারি|প্যারিস|প্যারিসে|প্যারিসের	false
স্ট্রিট	176	strit	সঃ|স্ট্রিট|স্ট্র|স্ত্রী|স্ট্রিট	false
ইন্দ্রিয়	176	indriy	ঈ|ইন|ইন্দ|ইন্দ্র|ইন্দ্রি|ইন্দ্রিয়	false
অদৃষ্ট	176	odrrisht	ও|অড|ওড্র|অড্র|অদ্র্রি|অদৃশ্য|অদৃশ্য|অদৃষ্ট	false
প্রক্রিয়াকরণ	175	prokriyakoron	প|প্র|প্রো|প্রক|প্রকর|প্রকৃত|প্রক্রিয়|প্রক্রিয়া|প্রকৃতিকন্যা|প্রকৃতিকন্যা|প্রকৃতার্থ|প্রকৃতার্থ|প্রক্রিয়াকরণ	true
প্রবৃদ্ধি	174	probrriddhi	প|প্র|প্রো|প্রোব|প্রোবর|প্রোব্র|প্রব্র্রি|প্রবৃদ্ধি|প্রবৃদ্ধ|প্রবৃদ্ধ|প্রবৃদ্ধি	false
দৃষ্টিকোণ	174	drrishtikon	দ|ড্র|ড্রর|দ্র্রি|দৃশ্য|দৃশ্য|দৃষ্ট|দৃষ্টি|দৃষ্টিকে|দৃষ্টিকোণ|দৃষ্টিকোণ	false
কর্তৃপক্ষের	174	kortrripokkher	ক|কো|কর|কোর্ট|কোর্টর|কোর্ট্র|কর্তৃ|কর্তৃপ|কর্তৃপ|কর্ত্র্রিপক|কর্তৃপক্ষকে|কর্তৃপক্ষ|কর্তৃপক্ষে|কর্তৃপক্ষের	false
নাগরিকদের	173	nagorikoder	ন|না|নাগ|নাগা|নাগর|নাগরি|নাগরিক|নাগরিক|নাগরিকদ|নাগরিকদে|নাগরিকদের	false
ত্রিপুরার	173	tripurar	ত|ত্রয়|ট্রি|ট্রিপ|ট্রিপু|ত্রিপুর|ত্রিপুরা|ত্রিপুরার	false
ফিরি	173	phiri	প|ফ|ফি|ফির|ফিরি	false
বৃষ্টিপাতের	172	brrishtipater	ব|বড়র|বর|ব্র্রি|বৃষ|বৃষ|বৃষ্টি|বৃষ্টি|বৃষ্টিপাত|বৃষ্টিপাত|বৃষ্টিপাত|বৃষ্টিপাতে|বৃষ্টিপাতের	false
অস্ট্রিয়ার	172	ostriyar	ও|অশ্ব|অষ্ট|অস্ত্র|অস্ত্রী|অস্ট্রীয়|অস্ট্রিয়া|অস্ট্রিয়ার	false
আবৃত্তি	172	abrritti	আ|আব|আবর|আব্র|আব্র্রি|আবৃত|আবৃত্ত|আবৃত্তি	false
ইতিবৃত্ত	171	itibrritt	ঈ|ইট|ইতি|ইতিব|ইতিব্র|ইতিব্র্র|ইতিবৃত্ত|ইতিবৃত্ত|ইতিবৃত্ত	false
চারিদিক	170	charidik	ছ|চ|চায়|চার|চারি|চারিদ|চারিদি|চারিদিক	false
সম্প্রসারিত	169	somprosarit	সঃ|সো|সময়|সম্প|সম্প্র|সম্প্র|সম্পর্ক|সম্পর্কটা|সম্পর্কটার|সম্পর্কটা|সম্প্রসারিত	false
স্মৃতিস্তম্ভ	168	smrritistombh	সঃ|সম|স্মর|স্মর|স্ম্র্রি|স্মৃত|স্মৃতি|স্ম্র্রিতিস|স্মৃতিস্তম্ভ|স্ম্র্রিতিস্ত|স্মৃতিস্তম্ভ|স্মৃতিস্তম্ভ|স্মৃতিস্তম্ভ	false
রি	168	ri	র|রি	false
পরিবহনের	167	poribohoner	প|পো|পর|পড়ি|পরিব|পরিব|পরিবহ|পরিবহ|পরিবহন|পরিবহনে|পরিবহনের	false
প্রিন্স	167	prins	প|প্র|প্রিয়|প্রীণ|প্রিন্স	false
তাহারি	166	tahari	ত|তা|তাহ|তাহা|তাহার|তাহারি	false
পেরিয়ে	165	periye	প|পড়ে|পড়ের|পেরি|পেরিয়|পেরিয়ে	false
হরিহর	165	horihor	হ|হো|হর|হরি|হরিহ|হৃদরোগ|হরিহর	true
গেরিলা	164	gerila	গ|গে|গড়ের|গেরি|গেরিল|গেরিলা	false
পরিধি	163	poridhi	প|পো|পর|পড়ি|পরিদ|পৃথক|পরিধি	true
পরিহাস	162	porihas	প|পো|পর|পড়ি|পরিঃ|পৃথা|পরিহাস	true
প্যারিসে	161	pyarise	প|পয়|প্যা|প্যার|প্যারি|প্যারিস|প্যারিসে	false
অপরিহার্য	160	oporihary	ও|অপ|অপ|ওপর|ওপরি|ওপরিহ|অপকারিতা|অপরিহার্য|অপরিহার্য	false
পৃথিবীকে	160	prrithibiike	প|প্র|প্রর|প্র্রি|প্রিট|পৃথক|পৃথি|পৃথিবী|পৃথিবী|পৃথিবী|পৃথিবীকে|পৃথিবীকে	false
পরিমাপের	159	porimaper	প|পো|পর|পড়ি|পরিম|পৃথা|পরিমাপ|পরিমাপে|পরিমাপের	true
আগ্নেয়গিরি	159	agneyogiri	আ|আগ|আগন|আগ্নে|আগ্নেয়|আগ্নেয়|আগ্নেয়গিরি|আগ্নেয়গিরি|আগ্নেয়গিরি|আগ্নেয়গিরি	false
হিজরি	157	hijori	হ|হি|হিজ|হিজ|হিজর|হিজরি	false
মেট্রিক	156	metrik	ম|মে|মেট|মেট্র|মেট্রি|মেট্রিক	false
পরিকল্পনার	156	porikolponar	প|পো|পর|পড়ি|পরিক|পৃথক|পৃথক|পরিকল্প|পরিকল্প|পরিকল্পন|পরিকল্পনা|পরিকল্পনার	true
তৈরিতে	156	toirite	ত|তো|টয়|তৈয়র|তৈরী|তৈরিত|তৈরিতে	false
স্মৃতির	156	smrritir	সঃ|সম|স্মর|স্মর|স্ম্র্রি|স্মৃত|স্মৃতি|স্মৃতির	false
পারিবেন	156	pariben	প|পা|পর|পারি|পারিব|পারবে|পারিবেন	false
মরিবে	156	moribe	ম|মো|মোড়|মরি|মরিব|মরিবে	false
বেরিয়াম	155	beriyam	ব|বে|বের|বেরি|বেরিয়|বেরিয়া|বেরিয়াম	false
পিতৃপুরুষদের	154	pitrripurushoder	প|পি|পিট|পিত্র্য|পিত্র|পিতৃ|পিতৃপক্ষ|পিতৃপুরুষ|পিতৃপুরুষ|পিতৃপুরুষ|পিতৃপুরুষ|পিতৃপুরুষ|পিতৃপুরুষ|পিতৃপুরুষদের|পিতৃপুরুষদের|পিতৃপুরুষদের	false
পরিপাক	153	poripak	প|পো|পর|পড়ি|পরিপ|পৃথা|পরিপাক	true
পরিহার	153	porihar	প|পো|পর|পড়ি|পরিঃ|পৃথা|পরিহার	true
ক্রিকেটে	152	krikete	ক|ক্রয়|ক্রি|ক্রিক|ক্রিকে|ক্রিকেট|ক্রিকেটে	false
স্বয়ংক্রিয়	152	swoyongkriy	সঃ|স্ব|স্বঃ|স্বয়|সুয়ো|সওয়য়ন|স্বয়ং|সওয়য়ংক|সওয়য়ংক্র|সওয়য়ংক্রি|স্বয়ংক্রিয়	false
পরিবর্তনশীল	152	poribortonoshiil	প|পো|পর|পড়ি|পরিব|পরিব|পরিবার|পরিবর্ত|পরিবর্ত|পরিবর্তন|পরিবর্তন|পরিবর্তনস|পরিবর্তনশ|পরিবর্তনশি|পরিবর্তনশী|পরিবর্তনশীল	false
মন্ত্রিসভা	150	montrisobha	ম|মো|মন|মন্ট|মন্ত্র|মন্ত্রী|মন্ত্রিস|মন্ত্রীসহ|মন্ত্রিসব|মন্ত্রিসভা|মন্ত্রিসভা	false
পরিপ্রেক্ষিতে	149	poriprekkhite	প|পো|পর|পড়ি|পরিপ|পৃথক্করণ|পৃথক্করণে|পৃথক্করণে|পরিপ্রেক্ক|পরিপ্রেক্ষ|পরিপ্রেক্ষি|পরিপ্রেক্ষিত|পরিপ্রেক্ষিতে	true
পরিভ্রমণ	149	poribhromon	প|পো|পর|পড়ি|পরিব|পরিভ|পরিভ্র|পরিভ্র|পরিভ্রম|পরিভ্রম|পরিভ্রমণ	false
হরিদাস	149	horidas	হ|হো|হর|হরি|হরিদ|হরিদা|হরিদাস	false
ঝরিয়া	149	jhoriya	জ|ঝ|ঝোড়|ঝড়|জয়হরি|ঝরিয়|ঝরিয়া	false
গ্রিন	148	grin	গ|গড়র|গড়ি|গ্রিন	false
গৃহযুদ্ধের	148	grrihozuddher	গ|গড়র|গর|গ্র্রি|গৃহ|গৃহ|গৃহজ|গ্র্রিহজু|গৃহযুদ্ধ|গৃহযুদ্ধ|গৃহযুদ্ধ|গৃহযুদ্ধে|গৃহযুদ্ধের	false
ম্যালেরিয়া	148	myaleriya	ম|ম্য|ম্যা|ম্যাল|ম্যালে|ম্যালের|ম্যালে|ম্যালে|ম্যালেরিয়া	false
হরিপুর	147	horipur	হ|হো|হর|হরি|হরিপ|হরিপু|হরিপুর	false
মসৃণ	147	mosrrin	ম|মো|মস|মসর|মস্র|মস্র্রি|মসৃণ	false
মরিচ	147	morich	ম|মো|মোড়|মরি|মরিচ|মরিচ	false
কেন্দ্রিক	146	kendrik	ক|কে|কেন|কেন্দ|কেন্দ্র|কেন্দ্রী|কেন্দ্রিক	false
তৃপ্তি	146	trripti	ত|ত্রয়|ট্রয়র|ত্র্রি|ট্রিপ|তৃপ্ত|তৃপ্তি	false
দৃঢ়ভাবে	144	drrirhobhabe	দ|ড্র|ড্রর|দ্র্রি|ড্রির|দৃঢ়|দৃঢ়|দ্র্রির্হব|দ্র্রির্হভ|দ্র্রির্হভা|দ্র্রির্হভাব|দৃঢ়ভাবে	false
হাঙ্গেরির	143	hangoerir	হ|হা|হাঁ|হাঙ|হাঁগো|হাঙএ|হাঙ্গেরি|হাঙ্গেরি|হাঙ্গেরির	false
ছুরি	143	chhuri	ছ|চ|ছ|ছু|ছুড়|ছুরি	false
এরিক	142	erik	এ|এর|এরি|এরিক	false
রিং	142	ring	র|রি|ঋন|রিং	false
কৃষকদের	142	krrishokoder	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃষ|কৃষ|কৃশ|কৃষক|কৃষক|কৃষকদের|কৃষকদের|কৃষকদের	false
বৃটিশ	142	brritish	ব|বড়র|বর|ব্র্রি|বৃত|বৃতি|বৃটিশ|বৃটিশ	false
খ্রিষ্টান	141	khrishtan	ক|খ|খর|খ্রি|খ্রিস|খ্রীষ্ট|খ্রিষ্ট|খ্রিষ্টা|খ্রিষ্টান	false
সম্পৃক্ত	141	somprrikt	সঃ|সো|সময়|সম্প|সম্প্র|সম্প্রতি|সম্পৃক্ত|সম্পৃক্ত|সম্পৃক্ত	false
সাদৃশ্য	141	sadrrishy	সঃ|সা|সাদ|সাদর|সাড্র|সাদরি|সাদৃশ্য|সাদৃশ্য|সাদৃশ্য	false
পরিচ্ছদ	141	porichchod	প|পো|পর|পড়ি|পড়িছ|পরিচয়|পৃচ্ছা|পরিচ্চ|পৃচ্ছা|পরিচ্ছদ	true
রিভার	140	ribhar	র|রি|রিব|রিভ|রিভা|রিভার	false
গ্রিসের	140	griser	গ|গড়র|গড়ি|গ্রিস|গ্রিসে|গ্রিসের	false
প্রিয়া	140	priya	প|প্র|প্রিয়|প্রিয়|প্রিয়	false
নিদ্রিত	140	nidrit	ন|নি|নিড|নিডর|নিদ্রি|নিদ্রিত	false
কৃষ্ণনগর	139	krrishnonogor	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃষ|কৃষ|কৃষ্ণ|কৃষ্ণ|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগর	false
খ্রিষ্টপূর্ব	138	khrishtopuurb	ক|খ|খর|খ্রি|খ্রিস|খ্রীষ্ট|খ্রিষ্ট|খ্রিষ্ট|খ্রিশ্তপ|খ্রিষ্টপূর্ব|খ্রিষ্টপূর্ব|খ্রিষ্টপূর্ব|খ্রিষ্টপূর্ব	false
প্রিন্সটন	138	prinsoton	প|প্র|প্রিয়|প্রীণ|প্রিন্স|প্রিন্স|প্রিন্সত|প্রিন্সত|প্রিন্সটন	false
ক্রিস্টোফার	138	kristophar	ক|ক্রয়|ক্রি|ক্রিস|ক্রিস্ট|ক্রিস্ট|ক্রিস্তপ|ক্রিস্টফ|ক্রিস্তফ|ক্রিস্টোফার	false
সরীসৃপ	138	soriisrrip	সঃ|সো|সর|সরি|শোরী|সরীস|সরীস্র|সরীস্র্র|সরীস্র্রি|সরীসৃপ	false
সমৃদ্ধি	138	somrriddhi	সঃ|সো|সময়|সময়র|সময়্র|সমৃদ্ধ|সমৃদ্ধ|সমৃদ্দ|সমৃদ্ধ|সমৃদ্ধি	false
আক্ষরিক	137	akkhorik	আ|এক|এক|আখ|আখা|আখর|আখরি|আক্ষরিক	false
প্রিয়তম	137	priyotom	প|প্র|প্রিয়|প্রিয়|প্রিয়|পৃথকীকৃত|প্রিয়ত|প্রিয়তম	true
ম্যাট্রিক্স	136	myatriks	ম|ম্য|ম্যা|ম্যাট|ম্যাত্র|ম্যাত্রি|ম্যাট্রিক|ম্যাট্রিক্স	false
পরিস্থিতিতে	136	poristhitite	প|পো|পর|পড়ি|পরিস|পৃষ্ট|পরিস্থ|পৃথি|পরিস্থিত|পরিস্থিতি|পরিস্থিতিত|পরিস্থিতিতে	true
বিবৃতি	136	bibrriti	ব|বি|বীব|বীবর|বিবর|বিবরণী|বিবৃত|বিবৃতি	false
নারি	135	nari	ন|না|নার|নারী	false
ভিখারিণী	135	bhikharinii	ব|ভ|ভি|ভিক|ভিখ|ভিক্ষা|ভিক্ষার|ভিখারি|ভিখারিণী|ভিখারিণী|ভিখারিণী	false
ইরিডিয়াম	134	iridiyam	ঈ|ইর|ইরি|ইরিদ|ইরিদি|ইরিদিয়|ইরিদিয়া|ইরিডিয়াম	false
পরিসরের	134	porisorer	প|পো|পর|পড়ি|পরিস|পরিস|পরিসর|পরিসরে|পরিসরের	false
পিতৃ	134	pitrri	প|পি|পিট|পিত্র্য|পিত্র|পিতৃ	false
করিবারে	134	koribare	ক|কো|কর|করি|করিব|করিবা|করিবার|করিবারে	false
রিপাবলিক	133	ripabolik	র|রি|রিপ|রিপা|রিপাব|রিপাবো|রিপাবল|রিপাবলি|রিপাবলিক	false
পুনরাবৃত্তি	133	punorabrritti	প|পুড়|পড়ুন|পুনঃ|পুনর|পুনোরা|পুনরাব|পুনরাব্র|পুনরাব্র্র|পুনরাবৃত্ত|পুনরাবৃত্ত|পুনরাবৃত্ত|পুনরাবৃত্তি	false
পরিহিত	133	porihit	প|পো|পর|পড়ি|পরিঃ|পরিহি|পরিহিত	false
গরিব	133	gorib	গ|গো|গড়|গড়ি|গরিব	false
ত্রিশাল	132	trishal	ত|ত্রয়|ট্রি|ত্রিশ|ত্রিশ|তৃষা|ত্রিশাল	true
পরিবেশক	132	poribeshok	প|পো|পর|পড়ি|পরিব|পরিবে|পরিবেশ|পরিবেশ|পরিবেশ|পরিবেশক	false
রিজার্ভ	132	rijarbh	র|রি|রিজ|রিজা|রিজার|রিজার্ব|রিজার্ভ	false
প্রকৃতিতে	132	prokrritite	প|প্র|প্রো|প্রক|প্রকর|প্রকর|প্রকৃত|প্রকৃত|প্রকৃতি|প্রক্র্রিতিত|প্রকৃতিতে	false
মরিতে	132	morite	ম|মো|মোড়|মরি|মরিত|মরিতে	false
নৃতাত্ত্বিক	131	nrritattbik	ন|নর|নর|নৃ|নৃত্য|ন্র্রিতা|ন্র্রিতাত|ন্র্রিতাত্ত|নৃতাত্ত্বিক|নৃতাত্ত্বিক|নৃতাত্ত্বিক	false
বাৎসরিক	131	batosorik	ব|বা|বাট|বাটা|বাটস|বাটস|বাটসর|বাতসরিক|বাৎসরিক	false
চরিত	131	chorit	ছ|চ|চো|চর|চড়ি|চরিত	false
উপরি	131	upori	উ|উপ|উপো|উপর|উপরি	false
বৃত্তের	130	brritter	ব|বড়র|বর|ব্র্রি|বৃত|বৃত্ত|বৃত্তে|বৃত্তের	false
তারিখের	130	tarikher	ত|তা|তার|তারি|তারিখ|তারিখ|তারিখে|তারিখের	false
অপসারিত	130	oposarit	ও|অপ|অপ|অপস|অপোসা|ওপসার|অপসারি|অপসারিত	false
ধৃত	130	dhrrit	দ|ঢ|ঢর|ঢ্র|ধ্র্রি|ধৃত	false
দৃপ্ত	130	drript	দ|ড্র|ড্রর|দ্র্রি|দ্র্রিপ|দৃপ্ত	false
মহাপরিচালক	129	mohaporichalok	ম|মো|মোঃ|মহা|মহাপ|মহাপ|মহাপর|মহাপরি|মহাপরিছ|মহাপরিচ|মহাপরিচালক|মহাপরিচালক|মহাপরিচালক|মহাপরিচালক	false
অস্ট্রিয়ান	129	ostriyan	ও|অশ্ব|অষ্ট|অস্ত্র|অস্ত্রী|অস্ট্রীয়|অস্ট্রিয়া|অস্ট্রিয়ান	false
গ্যালারি	129	gyalari	গ|জ্ঞ|গ্যা|গ্যাল|গ্যালা|জ্ঞাতসারে|গ্যালারি	false
জমিদারি	129	jomidari	জ|জো|জম|জমি|জমিদ|জমিদার|জমিদার|জমিদারি	false
চরিতাভিধান	128	choritabhidhan	ছ|চ|চো|চর|চড়ি|চরিত|ছড়িটা|চরিতাব|চরিতাভ|চরিতাভি|চরিতাভিদ|চরিতাভিধ|চরিতাভিধা|চরিতাভিধান	false
নৃত্যশিল্পী	128	nrrityoshilpii	ন|নর|নর|নৃ|নৃত্য|নৃত্য|নৃত্য|নৃত্যসহ|নৃত্যশৈলী|নৃত্যশৈলী|নৃত্যশীলন|নৃত্যশিল্প|নৃত্যশিল্পী|নৃত্যশিল্পী	false
সিরিয়ার	128	siriyar	সঃ|সিই|সির|সিরি|সিরীয়|সিরিয়া|সিরিয়ার	false
আগ্নেয়গিরির	128	agneyogirir	আ|আগ|আগন|আগ্নে|আগ্নেয়|আগ্নেয়|আগ্নেয়গিরি|আগ্নেয়গিরি|আগ্নেয়গিরি|আগ্নেয়গিরি|আগ্নেয়গিরির	false
সুপারি	128	supari	সঃ|সু|সুপ|সুপা|সুপার|সুপারি	false
উত্তরসূরি	127	uttorosuuri	উ|উট|উৎ|উত্ত|উত্তর|উত্তরা|উতরস|উত্তরসুর|উত্তরসুর|উত্তরসুর|উত্তরসূরি	false
মাদ্রিদের	127	madrider	ম|মা|মাড|মাডর|মাদ্রি|মাদ্রিদ|মাদ্রিদে|মাদ্রিদের	false
সংখ্যাগরিষ্ঠতা	126	songkhyagorishthota	সঃ|সো|সন|সং|শঙ্ক|শঙ্খ|সংখ্য|সংখ্যা|সংখ্যাগ|সংখ্যাগ|সংখ্যাগর|সংখ্যাগরি|সংখ্যাগরিস|সংখ্যাগরিশ|সংখ্যাগরিষ্ট|সংখ্যাগরিষ্ঠ|সংখ্যাগরিষ্ঠ|সংখ্যাগরিশ্থত|সংখ্যাগরিষ্ঠতা	false
ল্যাবরেটরি	126	lyaboretori	ল|ল্য|ল্যা|ল্যাব|ল্যাব|ল্যাবর|ল্যাবরেটরি|ল্যাবরেত|ল্যাবরেটরিতে|ল্যাবরেটরি|ল্যাবরেটরি	false
ভৃত্য	126	bhrrity	ব|ভ|ভর|ভ্র|ভ্র্রি|ভৃত|ভৃত্য	false
বিস্মৃত	126	bismrrit	ব|বি|বিশ্ব|বিস্ম|বিস্ম্র|বিস্ম্র্র|বিস্মৃত|বিস্মৃত	false
মিলিটারি	125	militari	ম|মি|মিল|মিলি|মিলিত|মিলিতা|মিলিটার|মিলিটারি	false
সেক্রেটারি	125	sekretari	সঃ|সে|সেক|সেকর|সেক্রে|সেক্রেট|সেক্রেটারি|সেক্রেতার|সেক্রেটারি	false
ক্যারিবিয়ান	124	kyaribiyan	ক|ক্য|ক্যা|ক্যার|ক্যারি|ক্যাংবিং|ক্যাংবিং|ক্যারিবীয়|ক্যারিবিয়া|ক্যারিবিয়ান	false
অ্যালগরিদম	124	oyalogoridom	ও|অয়|ওয়া|ওয়াল|ওয়ালা|ওয়ালগ|ওয়ালগ|ওয়ালগর|ওয়ালগরি|ওয়ালগরিদ|ওয়ালগরিদ|অ্যালগরিদম	false
জরিপে	124	joripe	জ|জো|জোর|জরি|জরিপ|জরিপে	false
মৃণাল	124	mrrinal	ম|ময়র|মর|ম্র্রি|ম্র্রিন|মৃণাল|মৃণাল	false
বৃত্তাকার	123	brrittakar	ব|বড়র|বর|ব্র্রি|বৃত|বৃত্ত|বৃতটা|বৃত্তাকার|বৃত্তাকার|বৃত্তাকার	false
পরিমাণের	122	porimaner	প|পো|পর|পড়ি|পরিম|পৃথা|পরিমাণ|পরিমাণে|পরিমাণের	true
মারিতে	122	marite	ম|মা|মার|মারি|মারিত|মাড়িতে	false
মরিব	121	morib	ম|মো|মোড়|মরি|মরিব	false
ব্রিটেনে	120	britene	ব|বড়র|ব্রি|বৃত্ত|বৃত্তে|ব্রিটেন|ব্রিটেনে	true
কৃষ্ণাঙ্গ	120	krrishnango	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃষ|কৃষ|কৃষ্ণ|কৃষ্ণা|কৃষ্ণান|কৃষ্ণাঙ্গ|কৃষ্ণাঙ্গ	false
সপরিবারে	120	soporibare	সঃ|সো|সোপ|সপ|সোপর|সোপরি|সপরিব|সপরিবারে|সপরিবার|সপরিবারে	false
বিবৃত	119	bibrrit	ব|বি|বীব|বীবর|বিবর|বিবরণী|বিবৃত	false
কৃষ্ণচন্দ্র	119	krrishnochondr	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃষ|কৃষ|কৃষ্ণ|কৃষ্ণ|কৃষ্ণ|কৃষ্ণচূড়া|কৃষ্ণচূড়া|ক্র্রিশ্নচন|কৃষ্ণচন্দ্র|কৃষ্ণচন্দ্র	false
বৃষ	119	brrish	ব|বড়র|বর|ব্র্রি|বৃষ|বৃষ	false
ইম্পেরিয়াল	118	imperiyal	ঈ|ইম|ইমপ|ইম্পে|ইম্পের|ইম্পেরি|ইম্পেরিয়|ইম্পেরিয়াল|ইম্পেরিয়াল	false
হাঙ্গেরিয়ান	118	hangoeriyan	হ|হা|হাঁ|হাঙ|হাঁগো|হাঙএ|হাঙ্গেরি|হাঙ্গেরি|হাঙ্গেরীয়|হাঙ্গেরিয়ান|হাঙ্গেরিয়ান	false
মরিস	118	moris	ম|মো|মোড়|মরি|মরিস	false
অনাবৃত	118	onabrrit	ও|অন|অনা|ওনাব|ওনাব্র|ওনাব্র্র|অনাবৃত|অনাবৃত	false
মরিলে	118	morile	ম|মো|মোড়|মরি|মরিল|মরিলে	false
হ্যারিসন	117	hyarison	হ|হ্য|হ্যাঁ|হ্যার|হ্যারি|হ্যারিস|হ্যারিস|হ্যারিসন	false
কার্যকারিতা	117	karyokarita	ক|কা|কার|কার্য|কার্য|কার্যক|কার্যকাল|কার্যকার|কার্যকারী|কার্যকারিতা|কার্যকারিতা	false
করিস	117	koris	ক|কো|কর|করি|করিস	false
বৃন্দাবনে	117	brrindabone	ব|বড়র|বর|ব্র্রি|ব্রিন|বৃন্দ|বৃন্দা|ব্র্রিন্দাব|বৃন্দাবো|বৃন্দাবন|বৃন্দাবনে	false
ফিরিতে	117	phirite	প|ফ|ফি|ফির|ফিরি|ফিরিত|ফিরিতে	false
সমাদৃত	116	somadrrit	সঃ|সো|সময়|সোমা|সমাদ|সমাদর|সমাদ্র|সমাদৃত|সমাদৃত	false
কৃষ্ণকে	116	krrishnoke	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃষ|কৃষ|কৃষ্ণ|কৃষ্ণ|কৃষ্ণকে|কৃষ্ণকে	false
আশ্রিত	116	ashrit	আ|আস|আশ|আশ্রয়|আশ্রয়ি|আশ্রিত	false
তৃষ্ণা	116	trrishna	ত|ত্রয়|ট্রয়র|ত্র্রি|তৃষ্য|তৃষ্য|তৃষ্ণ|তৃষ্ণা	false
চমৎকৃত	116	chomotokrrit	ছ|চ|চো|চম|চম|চমত|চমত|চমত্কার|চমতক্র|চমতক্র্র|চমতকৃত|চমৎকৃত	false
মৃগ	116	mrrig	ম|ময়র|মর|ম্র্রি|মৃগ	false
মরিল	116	moril	ম|মো|মোড়|মরি|মরিল	false
খ্রিস্ট	115	khrist	ক|খ|খর|খ্রি|খ্রিস|খ্রিষ্ট	false
তরবারি	115	torobari	ত|তো|তোর|তোরা|তরব|তরবা|তরবার|তরবারি	false
করিয়াছিলে	115	koriyachhile	ক|কো|কর|করি|কোরীয়|কোরিয়া|করিয়াছ|করিয়াছ|করিয়াছ|করিয়াছি|করিয়াছিল|করিয়াছিলে	false
থ্রি	114	thri	ত|ঠ|ঠর|থ্রি	false
সমুদ্রপৃষ্ঠ	114	somudroprrishth	সঃ|সো|সময়|সমু|সমুদ|সমুদ্র|সমুদ্র|সমুদ্রপথ|সমুদ্রপ্র|সমুদ্রপ্র্র|সমুদ্রপৃষ্ঠ|সমুদ্রপৃষ্ঠ|সমুদ্রপৃষ্ঠ|সমুদ্রপৃষ্ঠ|সমুদ্রপৃষ্ঠ	false
পরিবেশিত	114	poribeshit	প|পো|পর|পড়ি|পরিব|পরিবে|পরিবেশ|পরিবেশ|পরিবেশি|পরিবেশিত	false
পরিসরে	114	porisore	প|পো|পর|পড়ি|পরিস|পরিস|পরিসর|পরিসরে	false
পৃষ্ঠপোষক	114	prrishthoposhok	প|প্র|প্রর|প্র্রি|প্র্রিস|পৃষ্ঠ|পৃষ্ট|পৃষ্ঠ|পৃষ্ঠ|পৃষ্ঠপোষক|পৃষ্ঠপোষক|পৃষ্ঠপোষক|পৃষ্ঠপোষক|প্র্রিশ্থপশ|পৃষ্ঠপোষক	false
পরিশিষ্ট	114	porishisht	প|পো|পর|পড়ি|পরিস|পরিস|পরিশি|পৃষ্ঠটি|পরিশিশ|পরিশিষ্ট	true
পরিবেষ্টিত	113	poribeshtit	প|পো|পর|পড়ি|পরিব|পরিবে|পরিবেশ|পরিবেশ|পরিবেশ্ত|পরিবেশটি|পরিবেষ্টিত	false
আন্তরিক	113	antorik	আ|আন|আন্ত|আন্তঃ|আন্তর|আঁতড়ি|আন্তরিক	false
পীরিতি	113	piiriti	প|পি|পিই|পীর|পিইরি|পীড়িত|পীরিতি	false
সিরিজে	112	sirije	সঃ|সিই|সির|সিরি|সিরিজ|সিরিজে	false
ম্যান্ডারিন	112	myandarin	ম|ম্য|ম্যা|ম্যান|ম্যান্দ|ম্যান্দা|ম্যান্ডারিন|ম্যান্ডেলা|ম্যান্ডারিন	false
ঘৃত	112	ghrrit	গ|ঘ|ঘর|ঘ্র|ঘ্র্রি|ঘৃত	false
মিথস্ক্রিয়া	111	mithoskriya	ম|মি|ম-িত|মিথ|মিঠা|মিথস|মিথস্ক|মিথস্ক্রিয়|মিথস্ক্রিয়|মিথস্ক্রিয়|মিথস্ক্রিয়া	false
ক্রিকেটের	111	kriketer	ক|ক্রয়|ক্রি|ক্রিক|ক্রিকে|ক্রিকেট|ক্রিকেটে|ক্রিকেটের	false
গৃহপালিত	111	grrihopalit	গ|গড়র|গর|গ্র্রি|গৃহ|গৃহ|গ্র্রিহপ|গ্র্রিহপা|গৃহপাল|গৃহপালি|গৃহপালিত	false
